1.36|-13.91|-2.58939|0.1391
1.37|-11.1815|-2.72849|0.111815
1.38|-8.34116|-2.84031|0.0834116
1.39|-5.41744|-2.92372|0.0541744
1.4|-2.43955|-2.97789|0.0243955
1.41|0.562737|-3.00229|-0.00562737
1.42|3.5594|-2.99666|-0.035594
1.43|6.52046|-2.96107|-0.0652046
1.44|9.41632|-2.89586|-0.0941632
1.45|12.218|-2.8017|-0.12218
1.46|14.8975|-2.67952|-0.148975
1.47|17.4281|-2.53054|-0.174281
1.48|19.7843|-2.35626|-0.197843
1.49|21.9428|-2.15842|-0.219428
1.5|23.8818|-1.93899|-0.238818
1.51|25.5819|-1.70017|-0.255819
1.52|27.0263|-1.44435|-0.270263
1.53|28.2004|-1.17409|-0.282004
1.54|29.0925|-0.892087|-0.290925
1.55|29.6936|-0.601163|-0.296936
1.56|29.9978|-0.304226|-0.299978
1.57|30.0021|-0.004248|-0.300021
1.58|29.7063|0.295773|-0.297063
1.59|29.1135|0.592836|-0.291135
1.6|28.2295|0.883971|-0.282295
1.61|27.0632|1.16627|-0.270632
1.62|25.6263|1.4369|-0.256263
1.63|23.9332|1.69316|-0.239332
1.64|22.0007|1.93249|-0.220007
1.65|19.8482|2.1525|-0.198482
1.66|17.4972|2.35098|-0.174972
1.67|14.9713|2.52595|-0.149713
1.68|12.2956|2.67567|-0.122956
1.69|9.49696|2.79862|-0.0949696
1.7|6.60337|2.89359|-0.0660337
1.71|3.64374|2.95963|-0.0364374
1.72|0.64768|2.99606|-0.0064768
1.73|-2.35486|3.00254|0.0235486
1.74|-5.33385|2.97899|0.0533385
1.75|-8.25951|2.92565|0.0825951
1.76|-11.1026|2.84306|0.111026
1.77|-13.8346|2.73203|0.138346
1.78|-16.4283|2.59369|0.164283
1.79|-18.8577|2.4294|0.188577
1.8|-21.0985|2.24083|0.210985
1.81|-23.1284|2.02984|0.231284
1.82|-24.9269|1.79856|0.249269
1.83|-26.4762|1.54929|0.264762
1.84|-27.7607|1.28453|0.277607
1.85|-28.7677|1.00692|0.287677
1.86|-29.4869|0.719243|0.294869
1.87|-29.9113|0.424374|0.299113
1.88|-30.0365|0.125262|0.300365
1.89|-29.8614|-0.175104|0.298614
1.9|-29.3877|-0.473718|0.293877
1.91|-28.6201|-0.767595|0.286201
1.92|-27.5663|-1.0538|0.275663
1.93|-26.2369|-1.32946|0.262369
1.94|-24.645|-1.59183|0.24645
1.95|-22.8068|-1.83828|0.228068
1.96|-20.7404|-2.06635|0.207404
1.97|-18.4667|-2.27375|0.184667
1.98|-16.0082|-2.45842|0.160082
1.99|-13.3897|-2.6185|0.133897
